transaction_id,account_id,bank_name,transaction_type,amount,currency,transaction_date,status,description,merchant_name,reference,transaction_category
TRX8316627,ACC312809,Nedbank,Online Payment,4394.54,ZAR,2024-01-04 02:08:01,Completed,Forward pretty sound body.,"Little, Clark and Duke Grocery",REF600617,Transport
TRX6466013,ACC116722,Discovery Bank,Withdrawal,8363.15,ZAR,2023-12-04 00:16:56,Completed,Deal discover from.,,REF204716,Healthcare
TRX7295712,ACC947340,TymeBank,Debit Order,27245.77,ZAR,2023-09-25 22:15:04,Completed,That effort increase central appear population.,,REF488173,Entertainment
TRX1353979,ACC704602,TymeBank,ATM Withdrawal,42324.96,ZAR,2024-04-15 12:07:22,Completed,Already which whom different.,,REF124986,Transport
TRX4796149,ACC196834,TymeBank,Deposit,40343.77,ZAR,2023-11-06 09:22:20,Failed,Institution remember play type.,,REF932141,Entertainment
TRX5956288,ACC496641,Nedbank,Withdrawal,10128.6,ZAR,2024-07-04 02:31:17,Failed,Policy method us your someone strong us.,,REF805522,Food & Dining
TRX8995200,ACC216057,FNB,Online Payment,46954.74,ZAR,2024-02-21 06:36:41,Completed,Who positive four staff.,Velez-Ortega Travel,REF823870,Shopping
TRX1911845,ACC800023,Capitec,EFT,39512.31,ZAR,2023-07-01 05:25:16,Completed,Loss who mean plan nation not.,,REF267619,Transport
TRX8559825,ACC781489,Discovery Bank,EFT,20304.08,ZAR,2023-08-06 17:22:17,Completed,Give media cup never.,,REF618612,Food & Dining
TRX8738144,ACC607636,Discovery Bank,Debit Order,11406.62,ZAR,2023-05-19 16:59:10,Failed,Often down field trip. Goal but fear sort.,,REF936074,Bills & Utilities
TRX8610054,ACC254149,TymeBank,EFT,19051.81,ZAR,2024-09-02 13:29:25,Completed,Nation election whose price million.,,REF334096,Transport
TRX7629863,ACC438274,Capitec,Online Payment,10763.84,ZAR,2023-05-11 16:24:44,Completed,Water range fact.,Rodriguez LLC Grocery,REF381680,Bills & Utilities
TRX3993708,ACC783217,TymeBank,Debit Order,42726.09,ZAR,2023-04-03 11:52:11,Completed,Kid across fast color field clearly maybe.,,REF337167,Entertainment
TRX6131962,ACC792736,FNB,ATM Withdrawal,8413.35,ZAR,2023-01-06 05:48:02,Failed,Follow really ok do why poor.,,REF105185,Transport
TRX5634042,ACC648750,ABSA,Debit Order,40337.5,ZAR,2024-02-23 11:11:31,Completed,Number institution local go.,,REF599567,Shopping
TRX3134443,ACC942828,Discovery Bank,Online Payment,25519.91,ZAR,2023-11-22 21:18:01,Failed,Firm parent person song phone bank.,Goodman Group Restaurant,REF952489,Healthcare
TRX2208388,ACC190829,Capitec,Deposit,29921.06,ZAR,2024-06-15 06:40:44,Pending,Act add parent.,,REF563166,Bills & Utilities
TRX2114557,ACC276758,FNB,Deposit,49493.05,ZAR,2023-02-14 00:04:31,Pending,Number huge offer issue material speech coach.,,REF318995,Transport
TRX3497816,ACC777475,Standard Bank,Online Payment,32224.67,ZAR,2023-02-14 18:31:04,Pending,Arrive other price up win onto event bring.,Kelly Ltd Retail,REF488036,Shopping
TRX6231277,ACC169137,FNB,Card Payment,49091.39,ZAR,2024-01-26 07:42:32,Completed,List happen just.,Moss Group Travel,REF915708,Bills & Utilities
TRX5862988,ACC984686,Capitec,ATM Withdrawal,12239.3,ZAR,2023-11-28 09:47:47,Failed,Week him one address.,,REF574878,Food & Dining
TRX8066152,ACC627649,Discovery Bank,Deposit,30632.63,ZAR,2024-01-19 19:11:46,Failed,Throughout home happen.,,REF307741,Food & Dining
TRX7861448,ACC986251,TymeBank,EFT,2517.22,ZAR,2024-05-28 09:26:57,Completed,Man sister teacher American body ground.,,REF127751,Transport
TRX1941678,ACC491573,Capitec,ATM Withdrawal,35379.59,ZAR,2024-07-10 05:05:25,Failed,Friend you realize never evidence.,,REF631718,Transport
TRX3013751,ACC638004,Standard Bank,Cash Deposit,12409.56,ZAR,2023-01-26 22:00:15,Completed,Their raise try discover.,,REF488966,Entertainment
TRX9967737,ACC655716,TymeBank,Deposit,25838.33,ZAR,2024-09-14 22:16:11,Failed,Now with own cup turn.,,REF301366,Food & Dining
TRX7790470,ACC828300,FNB,Debit Order,34741.7,ZAR,2023-04-20 07:33:01,Failed,Strategy top future ten career role.,,REF743681,Shopping
TRX7543221,ACC404417,TymeBank,ATM Withdrawal,12495.73,ZAR,2024-07-22 04:57:09,Completed,President change girl poor.,,REF542418,Transport
TRX3244847,ACC841592,ABSA,Online Payment,26929.09,ZAR,2024-05-08 04:04:41,Failed,Fly item little everything who experience.,"Walter, Bauer and Williams Travel",REF736486,Entertainment
TRX7537531,ACC558652,TymeBank,ATM Withdrawal,19927.21,ZAR,2023-01-28 17:48:06,Completed,Service happy remain floor.,,REF193995,Food & Dining
TRX7292762,ACC215986,ABSA,EFT,31939.41,ZAR,2024-07-05 20:10:03,Failed,Individual commercial good hour remember attack.,,REF111715,Transport
TRX1966329,ACC153844,Nedbank,Online Payment,16115.74,ZAR,2023-03-02 18:08:18,Completed,Daughter simply break most.,Mclaughlin-Newton Restaurant,REF131609,Healthcare
TRX9474246,ACC611717,Standard Bank,Debit Order,23148.2,ZAR,2024-05-07 10:54:50,Completed,Society interest risk. Protect why if seek must.,,REF716414,Healthcare
TRX2577141,ACC326118,TymeBank,Online Payment,15212.04,ZAR,2023-06-05 09:59:37,Completed,Score build left whether past.,Hodges LLC Retail,REF509896,Shopping
TRX4947993,ACC550071,Capitec,Debit Order,41465.24,ZAR,2024-08-28 20:17:49,Completed,Democratic Democrat follow.,,REF420629,Bills & Utilities
TRX9814581,ACC497220,TymeBank,EFT,26842.97,ZAR,2024-03-01 14:49:25,Completed,Thought sit remain general.,,REF467210,Bills & Utilities
TRX9258203,ACC980982,Discovery Bank,EFT,37224.56,ZAR,2024-03-12 20:16:58,Completed,Stock past must early third material.,,REF153220,Entertainment
TRX2863440,ACC870103,FNB,ATM Withdrawal,18333.83,ZAR,2024-11-18 20:36:54,Failed,Wear owner contain.,,REF547987,Transport
TRX2270631,ACC129528,Nedbank,Cash Deposit,35075.21,ZAR,2024-10-30 05:34:50,Completed,Tax group let hand first top reveal.,,REF166803,Bills & Utilities
TRX6971408,ACC776142,Nedbank,Debit Order,40309.24,ZAR,2024-06-04 11:23:11,Completed,Court well least yourself above democratic.,,REF901704,Transport
TRX2801916,ACC831204,Nedbank,Deposit,30312.42,ZAR,2024-03-28 17:59:01,Completed,Blood young bar happy. Perhaps break write.,,REF212268,Shopping
TRX4917329,ACC386923,ABSA,Deposit,21859.5,ZAR,2023-05-04 04:26:42,Pending,Painting buy popular sign four.,,REF703680,Healthcare
TRX5701009,ACC612038,ABSA,Debit Order,41889.61,ZAR,2023-01-12 15:04:50,Pending,Hope grow physical cover tree position every.,,REF357993,Food & Dining
TRX2015857,ACC568972,FNB,Withdrawal,11225.16,ZAR,2023-06-21 16:07:22,Pending,Artist today easy week wall former.,,REF382715,Food & Dining
TRX8977678,ACC595598,Discovery Bank,ATM Withdrawal,864.01,ZAR,2023-05-02 12:50:27,Completed,Chance occur knowledge first will production.,,REF527355,Bills & Utilities
TRX5383550,ACC740162,Standard Bank,Online Payment,18088.86,ZAR,2023-05-23 09:55:59,Completed,Road know its billion.,Beard-Campbell Restaurant,REF109915,Food & Dining
TRX6037353,ACC816249,TymeBank,Withdrawal,8613.05,ZAR,2024-08-21 06:44:10,Completed,Full idea your clear win. End officer appear.,,REF438585,Entertainment
TRX2094310,ACC133894,Standard Bank,Withdrawal,48366.65,ZAR,2024-08-21 16:06:38,Failed,Cell close enter present watch respond.,,REF621189,Transport
TRX4660891,ACC312668,Standard Bank,Debit Order,36257.71,ZAR,2024-04-05 06:21:22,Pending,Research seem rest machine future.,,REF669609,Entertainment
TRX4667168,ACC764718,ABSA,Card Payment,16535.24,ZAR,2024-07-02 18:22:32,Completed,Ago fact cultural difficult stay deal.,"Fowler, Carter and Cox Entertainment",REF819426,Transport
TRX4996201,ACC926380,Standard Bank,Withdrawal,25724.92,ZAR,2024-04-25 20:58:08,Completed,Meeting pass third dinner white attention.,,REF939999,Food & Dining
TRX6599860,ACC869902,Discovery Bank,EFT,43169.17,ZAR,2023-05-19 13:38:35,Pending,Address front firm civil.,,REF533749,Healthcare
TRX9148346,ACC924715,Nedbank,Withdrawal,48965.89,ZAR,2023-05-01 22:55:14,Completed,Important keep door star drug blood.,,REF982982,Entertainment
TRX1173896,ACC166086,Nedbank,Debit Order,5681.41,ZAR,2024-07-13 17:12:33,Completed,Before situation to Mrs item.,,REF655681,Food & Dining
TRX9596077,ACC453547,Capitec,EFT,44656.4,ZAR,2023-02-13 23:44:48,Completed,Opportunity ask radio like often.,,REF362116,Bills & Utilities
TRX2402811,ACC634035,Discovery Bank,Online Payment,12601.74,ZAR,2023-04-10 14:37:00,Failed,History arrive three market.,"Padilla, Lopez and Turner Travel",REF663027,Transport
TRX8229979,ACC911594,Discovery Bank,Debit Order,27936.72,ZAR,2023-03-07 17:52:13,Completed,Ask particular painting inside tend true fish.,,REF883086,Healthcare
TRX8734166,ACC329216,Standard Bank,Withdrawal,36554.9,ZAR,2023-07-12 01:48:36,Completed,Carry tell myself kitchen.,,REF951846,Healthcare
TRX6085847,ACC416007,Standard Bank,ATM Withdrawal,38255.61,ZAR,2023-01-04 03:02:12,Completed,My success party statement.,,REF438676,Bills & Utilities
TRX9452845,ACC362068,Nedbank,Debit Order,46168.55,ZAR,2023-07-10 21:52:57,Completed,Its woman Mrs economy. Street yard it family.,,REF411110,Transport
TRX2775849,ACC889307,Nedbank,Deposit,31863.24,ZAR,2023-04-25 23:31:46,Completed,Agent benefit seek majority hold important.,,REF679603,Healthcare
TRX8756855,ACC957675,FNB,ATM Withdrawal,44912.31,ZAR,2024-05-25 11:40:10,Completed,Including truth report page.,,REF464268,Healthcare
TRX2002458,ACC923057,Discovery Bank,Withdrawal,266.83,ZAR,2023-01-09 02:56:43,Completed,Less identify know agency.,,REF333430,Food & Dining
TRX5278109,ACC569090,Nedbank,Debit Order,13180.3,ZAR,2024-03-21 04:28:22,Completed,Training certain consider call value.,,REF372999,Bills & Utilities
TRX9284126,ACC161027,ABSA,EFT,27948.45,ZAR,2023-08-04 15:35:30,Completed,Voice prove along back perform.,,REF227994,Transport
TRX5594150,ACC483963,TymeBank,Withdrawal,2378.06,ZAR,2023-07-03 15:36:30,Completed,Performance result resource street father.,,REF323032,Food & Dining
TRX5519185,ACC421037,Standard Bank,ATM Withdrawal,28711.09,ZAR,2024-08-02 21:56:15,Completed,Film country detail time generation program.,,REF652327,Food & Dining
TRX8164223,ACC959778,ABSA,Deposit,42131.81,ZAR,2024-10-13 12:26:14,Pending,Buy fight owner. Deal none before.,,REF453067,Transport
TRX2401381,ACC654002,Discovery Bank,Card Payment,48326.74,ZAR,2024-05-09 03:07:55,Completed,Treatment marriage others respond anyone spend.,"Miller, Chung and Sullivan Entertainment",REF803074,Shopping
TRX1670679,ACC917054,Discovery Bank,Online Payment,9874.39,ZAR,2023-03-03 19:31:24,Completed,Site left far reach market guy.,"Woods, Pitts and Branch Retail",REF147399,Shopping
TRX5932473,ACC531288,TymeBank,Card Payment,712.46,ZAR,2024-02-25 03:03:45,Completed,Brother site your.,Bruce-Barron Entertainment,REF691861,Transport
TRX9554955,ACC464127,Capitec,Withdrawal,7469.92,ZAR,2023-08-29 08:46:36,Completed,Hit president second rather house role.,,REF463452,Shopping
TRX5901322,ACC952889,Nedbank,Deposit,34759.98,ZAR,2023-06-16 08:58:10,Failed,Too quite five stop though Democrat this well.,,REF653184,Entertainment
TRX8944084,ACC591886,Standard Bank,ATM Withdrawal,45012.59,ZAR,2024-06-07 15:53:25,Pending,Data up knowledge morning board far vote.,,REF883988,Shopping
TRX5190972,ACC873694,TymeBank,EFT,40552.35,ZAR,2024-04-12 19:58:35,Completed,National really yet yet culture.,,REF137105,Bills & Utilities
TRX1404976,ACC522589,Nedbank,Withdrawal,21722.83,ZAR,2023-03-09 03:51:44,Completed,Explain possible serious trial benefit age try.,,REF134868,Bills & Utilities
TRX8089851,ACC720386,Nedbank,Withdrawal,23018.6,ZAR,2023-04-17 03:57:59,Failed,Our source measure no.,,REF573080,Transport
TRX9006576,ACC588036,Discovery Bank,Card Payment,21478.93,ZAR,2023-12-17 16:43:21,Failed,Play hair assume fine method former really.,Flores-Jackson Grocery,REF579519,Entertainment
TRX1820567,ACC375748,TymeBank,Deposit,7124.91,ZAR,2023-03-06 15:55:26,Completed,Power good cultural thing front able wrong half.,,REF922164,Shopping
TRX3461553,ACC985379,Nedbank,Online Payment,42567.64,ZAR,2023-05-16 15:37:55,Pending,Law piece piece box despite identify language.,"Schmitt, Alvarez and Williams Restaurant",REF907184,Food & Dining
TRX9737093,ACC327620,ABSA,Card Payment,5517.42,ZAR,2024-10-01 05:07:00,Pending,Study course blue it color push way.,Peterson-Alvarez Travel,REF919582,Shopping
TRX9578836,ACC855670,ABSA,Online Payment,47766.04,ZAR,2024-03-01 06:05:43,Failed,You this audience she if piece.,Wilson and Sons Entertainment,REF780519,Transport
TRX3052000,ACC267451,TymeBank,Deposit,48082.22,ZAR,2024-02-22 06:40:08,Completed,Drug foreign guess economy commercial.,,REF792668,Entertainment
TRX6593472,ACC219408,TymeBank,Cash Deposit,368.95,ZAR,2024-10-17 10:07:44,Failed,Wear cover father receive agree after big.,,REF985693,Food & Dining
TRX3915104,ACC452608,TymeBank,EFT,11235.32,ZAR,2024-10-02 00:25:06,Completed,Support would call table.,,REF252719,Food & Dining
TRX4621697,ACC467446,ABSA,Cash Deposit,17286.14,ZAR,2024-09-22 17:42:20,Completed,Positive onto with remember model already.,,REF393088,Healthcare
TRX6127023,ACC567596,ABSA,Deposit,14692.2,ZAR,2023-05-09 10:26:48,Completed,Fill return provide.,,REF420561,Bills & Utilities
TRX4869858,ACC762581,FNB,Online Payment,45257.61,ZAR,2024-09-10 18:38:05,Pending,Face manager short base all require.,"Cooke, Cummings and Myers Entertainment",REF837428,Shopping
TRX7112605,ACC429909,Standard Bank,ATM Withdrawal,5975.72,ZAR,2024-01-30 22:12:50,Completed,History produce material thousand far bar action.,,REF226410,Shopping
TRX2977961,ACC783119,FNB,Debit Order,34908.83,ZAR,2024-05-08 15:47:36,Completed,Increase agreement agree must analysis.,,REF945089,Healthcare
TRX5918515,ACC689496,Discovery Bank,ATM Withdrawal,13555.11,ZAR,2023-03-08 04:32:55,Failed,Fish exactly everything kid.,,REF534814,Food & Dining
TRX4497448,ACC486975,ABSA,Deposit,31430.19,ZAR,2023-01-08 15:39:09,Completed,Six lot himself avoid girl.,,REF547732,Transport
TRX7298593,ACC636581,ABSA,Cash Deposit,25854.2,ZAR,2024-05-21 20:44:23,Completed,Ok no hand hit million crime need.,,REF932614,Food & Dining
TRX7876404,ACC802874,TymeBank,Card Payment,22975.21,ZAR,2024-03-13 23:21:03,Failed,Or remember try within. Admit surface relate air.,Guerrero-Jones Restaurant,REF893461,Shopping
TRX4269841,ACC274974,Capitec,Debit Order,3989.43,ZAR,2024-08-16 10:37:22,Completed,Ability effect marriage wear top.,,REF788086,Transport
TRX3922952,ACC106102,Capitec,Online Payment,6021.17,ZAR,2024-10-18 07:08:27,Pending,Rather education picture base.,Suarez Group Entertainment,REF818182,Food & Dining
TRX7983295,ACC818412,Nedbank,Withdrawal,21196.5,ZAR,2024-01-25 01:39:03,Failed,Become include view read.,,REF480474,Shopping
TRX7573335,ACC198315,FNB,Debit Order,47244.12,ZAR,2023-09-20 17:53:30,Failed,Available begin walk visit instead.,,REF281929,Entertainment
TRX6649184,ACC755258,Capitec,ATM Withdrawal,38772.89,ZAR,2024-06-26 14:10:38,Failed,Down radio every parent. Spring event factor.,,REF333122,Transport
TRX3707567,ACC556314,Standard Bank,ATM Withdrawal,43189.24,ZAR,2023-02-02 17:35:34,Failed,He detail offer success family increase.,,REF692257,Entertainment
TRX3949780,ACC934816,Nedbank,Card Payment,45735.46,ZAR,2023-07-25 14:22:31,Completed,Trip care born oil left agreement deal.,Clark LLC Restaurant,REF120066,Bills & Utilities
TRX1346196,ACC424743,Standard Bank,Withdrawal,49608.87,ZAR,2024-09-12 06:38:23,Completed,Create newspaper outside.,,REF288373,Entertainment
TRX4627150,ACC545354,Discovery Bank,Debit Order,20863.64,ZAR,2023-06-15 01:40:20,Failed,Thousand least bank significant painting.,,REF699405,Shopping
TRX8541917,ACC834879,Standard Bank,Deposit,12780.13,ZAR,2023-12-25 10:05:50,Pending,White arm see same national before.,,REF979065,Entertainment
TRX7089590,ACC158054,Discovery Bank,Cash Deposit,25667.96,ZAR,2023-06-26 23:56:03,Completed,However new pull candidate our need off.,,REF478757,Transport
TRX2825491,ACC407802,Discovery Bank,Debit Order,35634.92,ZAR,2024-05-02 15:32:46,Completed,Short suggest source.,,REF930724,Transport
TRX3948984,ACC223517,ABSA,EFT,39980.29,ZAR,2024-08-27 07:14:31,Failed,Feel energy view federal. Thank hit wish.,,REF356867,Transport
TRX4994409,ACC244897,FNB,Deposit,32866.26,ZAR,2023-07-07 23:18:53,Completed,Hard popular art list kind suffer.,,REF461251,Bills & Utilities
TRX8097449,ACC191208,Capitec,Deposit,7663.08,ZAR,2023-10-10 07:22:45,Completed,Past production enough blue.,,REF794028,Food & Dining
TRX3080969,ACC998665,Capitec,Withdrawal,32671.84,ZAR,2023-10-30 02:39:54,Failed,Position production provide town article ago.,,REF344880,Entertainment
TRX7468590,ACC961645,Standard Bank,EFT,33246.68,ZAR,2024-02-28 05:03:29,Completed,Open read shoulder senior test traditional.,,REF482745,Shopping
TRX3866130,ACC156924,Capitec,Deposit,24654.06,ZAR,2024-11-19 04:12:24,Completed,Discuss large trip eye reveal special drop.,,REF781423,Food & Dining
TRX3928360,ACC974861,Nedbank,EFT,30473.11,ZAR,2024-02-13 19:38:13,Failed,Another performance involve pretty single often.,,REF558545,Shopping
TRX4775896,ACC160671,FNB,Cash Deposit,8858.02,ZAR,2023-01-01 20:38:22,Pending,Write most successful into.,,REF744227,Transport
TRX7366213,ACC192273,Standard Bank,Cash Deposit,36933.57,ZAR,2024-05-08 09:04:42,Completed,Land within arm pretty sell.,,REF374385,Bills & Utilities
TRX7842585,ACC662366,Discovery Bank,Withdrawal,9643.45,ZAR,2023-03-29 08:26:33,Failed,Treat skill child environmental common often.,,REF125075,Entertainment
TRX9854489,ACC844356,Discovery Bank,Debit Order,27298.99,ZAR,2024-06-10 21:59:37,Failed,Thank investment who concern space stay treat.,,REF316460,Entertainment
TRX9110771,ACC720677,Standard Bank,Cash Deposit,18928.7,ZAR,2023-05-26 21:40:54,Failed,Lay this dog.,,REF859051,Transport
TRX2504876,ACC232494,Discovery Bank,Debit Order,29336.14,ZAR,2023-08-25 16:05:19,Completed,Such white economy our.,,REF394770,Entertainment
TRX5857596,ACC355382,Standard Bank,Card Payment,4938.41,ZAR,2024-11-14 12:28:02,Completed,Trade indicate bank up left happy too design.,Page-Ortiz Restaurant,REF781329,Bills & Utilities
TRX5964487,ACC110050,FNB,ATM Withdrawal,12438.69,ZAR,2024-10-21 17:56:54,Failed,How always newspaper discuss room.,,REF793387,Healthcare
TRX8348016,ACC780530,ABSA,Online Payment,14797.62,ZAR,2024-04-04 10:58:31,Failed,Professor most let finish.,"Gardner, Smith and Woods Restaurant",REF600397,Entertainment
TRX3704540,ACC920569,Discovery Bank,Deposit,4630.62,ZAR,2023-10-16 23:50:15,Pending,Future leader money Mr. Green kind child group.,,REF745652,Entertainment
TRX6007521,ACC734240,Nedbank,Withdrawal,3399.42,ZAR,2023-06-28 17:37:08,Failed,Lay under within surface. Base either wait sense.,,REF131380,Transport
TRX6746435,ACC732646,Standard Bank,Deposit,39088.64,ZAR,2023-06-20 11:53:25,Pending,Light find resource group some ask appear.,,REF545356,Transport
TRX9015701,ACC769892,ABSA,Deposit,16559.9,ZAR,2024-05-15 23:35:12,Completed,Science newspaper both firm beat.,,REF310493,Transport
TRX3219370,ACC813047,TymeBank,Withdrawal,3969.85,ZAR,2023-11-29 12:47:15,Completed,Want address figure analysis policy hold.,,REF902008,Healthcare
TRX5534429,ACC714489,Nedbank,Card Payment,38179.76,ZAR,2024-08-27 07:54:13,Failed,Save wife standard attorney.,"Graham, Aguilar and Greer Entertainment",REF154489,Transport
TRX4453839,ACC968324,ABSA,Withdrawal,47657.79,ZAR,2023-10-26 16:44:59,Completed,Alone very radio provide.,,REF847514,Shopping
TRX4420519,ACC433947,Nedbank,Debit Order,42746.44,ZAR,2024-07-11 05:35:44,Pending,Indeed state school kid field heart past.,,REF482493,Food & Dining
TRX3401612,ACC448755,Capitec,Online Payment,1662.29,ZAR,2023-12-16 06:35:47,Completed,Expert mouth would claim finally.,Smith LLC Retail,REF970887,Shopping
TRX7811100,ACC624017,Nedbank,EFT,8239.03,ZAR,2023-08-26 12:29:19,Completed,Again need as.,,REF626020,Food & Dining
TRX1586426,ACC819162,FNB,Card Payment,24553.72,ZAR,2023-10-09 20:13:42,Completed,Might environment artist state.,Hill-Benjamin Grocery,REF662888,Healthcare
TRX2830673,ACC357271,Capitec,ATM Withdrawal,27542.93,ZAR,2024-01-01 09:10:15,Completed,Young eat source member offer pull yourself.,,REF726578,Shopping
TRX5510556,ACC602258,Standard Bank,EFT,22363.13,ZAR,2023-10-31 11:43:18,Completed,Ask whose win discuss quality middle.,,REF156872,Shopping
TRX9117574,ACC755277,Nedbank,ATM Withdrawal,31696.93,ZAR,2024-02-08 20:58:32,Completed,Easy though man west beyond reality near.,,REF695468,Food & Dining
TRX9715083,ACC831690,Capitec,ATM Withdrawal,9495.2,ZAR,2024-11-13 04:01:34,Pending,Prevent news trip option speak.,,REF337463,Entertainment
TRX9380887,ACC322975,TymeBank,Card Payment,32067.94,ZAR,2024-01-29 10:16:19,Failed,Including growth yourself people.,Davis Inc Travel,REF564322,Entertainment
TRX4071055,ACC907950,Discovery Bank,Online Payment,34928.11,ZAR,2024-01-17 03:46:40,Pending,Vote network political effort rule.,"Simmons, Smith and Smith Travel",REF775153,Food & Dining
TRX1231030,ACC289757,Capitec,Debit Order,36211.86,ZAR,2023-05-11 12:16:22,Completed,Special hold challenge sing.,,REF695871,Bills & Utilities
TRX8845024,ACC344572,Nedbank,Online Payment,14938.97,ZAR,2023-11-21 19:07:54,Completed,Age again notice them.,"Stewart, Johnson and Smith Restaurant",REF802969,Healthcare
TRX2157134,ACC362603,Discovery Bank,Withdrawal,17944.2,ZAR,2023-09-15 06:36:52,Pending,Drug throw next floor.,,REF289774,Healthcare
TRX7137315,ACC397922,Capitec,ATM Withdrawal,22554.48,ZAR,2023-03-13 01:56:32,Completed,Purpose sea without natural.,,REF261515,Bills & Utilities
TRX1313979,ACC353760,TymeBank,Withdrawal,31643.52,ZAR,2023-04-18 00:05:57,Completed,War upon rise beat. Very total whether last.,,REF773463,Entertainment
TRX3037933,ACC392870,Capitec,Withdrawal,17009.94,ZAR,2024-02-13 13:00:54,Completed,Woman order not south.,,REF261022,Bills & Utilities
TRX2177647,ACC856867,FNB,Deposit,44449.6,ZAR,2023-10-13 02:14:09,Pending,Coach cost home beautiful.,,REF558132,Transport
TRX2291086,ACC864996,FNB,EFT,44245.39,ZAR,2024-05-23 02:55:20,Completed,Husband team too clearly before allow.,,REF548504,Shopping
TRX9673931,ACC845887,ABSA,Card Payment,27106.78,ZAR,2023-03-15 00:10:09,Completed,Interest while every bill business say accept.,"Ellis, Good and Hobbs Entertainment",REF245039,Transport
TRX7122539,ACC445197,Capitec,Card Payment,14744.5,ZAR,2024-08-12 19:32:16,Completed,Fact culture there if up get everyone.,"Oconnor, Lane and Page Retail",REF340216,Healthcare
TRX8901517,ACC902791,TymeBank,Deposit,23578.0,ZAR,2023-06-23 16:20:26,Completed,Position southern prevent line car.,,REF430039,Transport
TRX4092810,ACC812206,Standard Bank,Deposit,38920.37,ZAR,2024-02-28 21:54:04,Pending,Or cover position save couple.,,REF445090,Bills & Utilities
TRX2879321,ACC944532,Capitec,ATM Withdrawal,29277.85,ZAR,2024-03-05 11:10:37,Completed,Hit manager exist if for those fight.,,REF353644,Transport
TRX6365681,ACC923273,ABSA,Deposit,8755.95,ZAR,2023-06-13 09:16:59,Completed,Explain pull rule politics history report.,,REF784739,Shopping
TRX7385787,ACC182840,Standard Bank,Online Payment,2689.33,ZAR,2024-07-07 14:30:30,Completed,Speech agent guy local although field.,Brewer Group Travel,REF962391,Healthcare
TRX7122971,ACC925848,Nedbank,Deposit,8167.3,ZAR,2024-03-21 02:04:12,Completed,Team institution interesting director article.,,REF216924,Healthcare
TRX3773798,ACC488070,Standard Bank,Online Payment,13219.95,ZAR,2024-08-01 14:30:38,Pending,Wide look prepare heart these if.,"Irwin, Davis and Phelps Retail",REF438754,Transport
TRX7892819,ACC549777,Discovery Bank,Debit Order,21212.98,ZAR,2023-05-21 23:24:32,Completed,Serve why food major left dream.,,REF180392,Shopping
TRX7683744,ACC632183,Nedbank,Online Payment,6369.5,ZAR,2023-01-20 06:32:35,Pending,View leg tree travel myself though as.,Martinez-Cruz Travel,REF946124,Transport
TRX3651926,ACC616889,TymeBank,Debit Order,35614.21,ZAR,2024-01-31 23:58:57,Completed,Somebody rock deep both nor response interesting.,,REF130232,Shopping
TRX3268259,ACC222814,ABSA,Online Payment,28180.41,ZAR,2023-01-03 23:13:09,Completed,When million whatever phone boy local.,Lopez and Sons Restaurant,REF699973,Healthcare
TRX2291388,ACC435327,FNB,Deposit,18411.18,ZAR,2023-12-25 02:49:45,Completed,Admit treat travel section.,,REF788645,Entertainment
TRX5701255,ACC484595,ABSA,Card Payment,32698.75,ZAR,2023-02-07 01:05:21,Completed,Speak son it today.,Horton-Garrett Grocery,REF111591,Transport
TRX7787206,ACC238188,ABSA,Withdrawal,9702.39,ZAR,2023-03-23 18:12:59,Pending,Hear Democrat college strong run matter five.,,REF510104,Entertainment
TRX6339912,ACC193064,FNB,EFT,20132.22,ZAR,2024-09-13 14:42:20,Failed,Camera of hour investment often.,,REF655319,Food & Dining
TRX1790280,ACC330915,Standard Bank,Withdrawal,8442.55,ZAR,2024-05-23 22:26:44,Pending,Hospital last try live.,,REF616939,Bills & Utilities
TRX9112086,ACC889307,Nedbank,Debit Order,13925.83,ZAR,2023-09-28 22:26:03,Failed,Artist black top race.,,REF644100,Bills & Utilities
TRX1669260,ACC220087,Standard Bank,ATM Withdrawal,5612.61,ZAR,2024-02-29 17:23:28,Completed,Fire pay today yard month avoid move.,,REF954753,Food & Dining
TRX3677862,ACC911678,Discovery Bank,Withdrawal,33070.54,ZAR,2024-10-28 01:34:07,Completed,Inside few blood floor live parent.,,REF894680,Healthcare
TRX2446364,ACC394794,TymeBank,ATM Withdrawal,37682.16,ZAR,2023-05-11 00:20:00,Completed,Research entire bank college think machine.,,REF947862,Healthcare
TRX5670870,ACC580406,Discovery Bank,Debit Order,24539.12,ZAR,2024-11-04 06:06:07,Failed,Responsibility place democratic card send down.,,REF333369,Healthcare
TRX6648113,ACC995230,Nedbank,EFT,20041.76,ZAR,2023-12-27 00:46:28,Completed,Offer hair quality name mouth.,,REF476593,Shopping
TRX1380313,ACC316152,Capitec,Withdrawal,3304.99,ZAR,2023-06-23 21:03:49,Completed,Official from event eight.,,REF662254,Transport
TRX1057444,ACC790900,FNB,ATM Withdrawal,29040.98,ZAR,2024-01-09 21:40:11,Completed,Seven baby buy idea sit by commercial.,,REF723270,Entertainment
TRX5558915,ACC389960,ABSA,Debit Order,5751.58,ZAR,2024-01-12 21:00:06,Completed,Room wife size chair team ok. Radio story board.,,REF567279,Healthcare
TRX8896808,ACC648423,ABSA,EFT,1987.3,ZAR,2023-01-27 10:07:06,Failed,Moment risk training also.,,REF103225,Food & Dining
